now,EX_NUM,m,n,t,error_dx,MEAN_METHOD,BOOL_ALPHA_THETA,EMIN,EMAX,LOW_RANK_APPROXIMATION_METHOD
07-Oct-2016 17:14:42, 	 1, 	 15, 	 15, 	 11, 	 2.214628e-08, 	 None, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None
07-Oct-2016 17:14:59, 	 1, 	 15, 	 15, 	 11, 	 2.214630e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None
10-Oct-2016 10:15:24, 	 1, 	 16, 	 27, 	 13, 	 7.371643e-09, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-10, 	 None
10-Oct-2016 10:16:19, 	 1, 	 16, 	 27, 	 13, 	 2.987842e-09, 	 None, 	 n, 	 1.000000e-12, 	 1.000000e-10, 	 None
10-Oct-2016 10:17:46, 	 1, 	 16, 	 27, 	 13, 	 7.371643e-09, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-10, 	 None
10-Oct-2016 10:23:07, 	 1, 	 16, 	 27, 	 13, 	 7.817943e-09, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-10, 	 Standard STLN
10-Oct-2016 10:57:01, 	 1, 	 7, 	 9, 	 5, 	 1.028548e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
10-Oct-2016 12:18:46, 	 1, 	 7, 	 9, 	 5, 	 1.028548e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
10-Oct-2016 12:19:02, 	 2, 	 3, 	 3, 	 2, 	 4.793649e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
10-Oct-2016 13:46:47, 	 2, 	 3, 	 3, 	 2, 	 4.793649e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
10-Oct-2016 13:52:07, 	 1, 	 7, 	 7, 	 4, 	 6.338510e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 13:40:03, 	 1, 	 7, 	 7, 	 4, 	 6.338510e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 13:56:49, 	 1, 	 7, 	 7, 	 4, 	 6.338563e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 13:58:54, 	 1, 	 7, 	 7, 	 4, 	 6.338563e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 14:03:00, 	 1, 	 7, 	 7, 	 4, 	 6.338563e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 14:03:14, 	 1, 	 7, 	 7, 	 4, 	 6.338563e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:03:44, 	 1, 	 7, 	 7, 	 4, 	 6.338563e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:03:59, 	 1, 	 7, 	 7, 	 4, 	 6.338510e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 15:15:04, 	 1, 	 7, 	 7, 	 4, 	 6.338510e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard SNTLN
01-Nov-2016 15:15:50, 	 1, 	 7, 	 7, 	 4, 	 6.338510e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard SNTLN
01-Nov-2016 15:18:02, 	 2, 	 13, 	 11, 	 8, 	 1.038750e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:19:24, 	 2, 	 13, 	 11, 	 8, 	 1.038750e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:22:11, 	 2, 	 13, 	 11, 	 8, 	 1.038750e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:38:48, 	 2, 	 13, 	 11, 	 8, 	 3.367438e+00, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:39:41, 	 2, 	 13, 	 11, 	 8, 	 3.367438e+00, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:40:26, 	 2, 	 13, 	 11, 	 8, 	 3.236094e-04, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard SNTLN
01-Nov-2016 15:41:39, 	 2, 	 13, 	 11, 	 8, 	 3.236094e-04, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard SNTLN
01-Nov-2016 15:44:19, 	 2, 	 13, 	 11, 	 8, 	 1.038753e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 15:44:57, 	 2, 	 13, 	 11, 	 8, 	 3.367438e+00, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:46:21, 	 3, 	 16, 	 17, 	 14, 	 1.269602e-05, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:51:09, 	 3, 	 16, 	 17, 	 14, 	 9.889625e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 15:51:59, 	 3, 	 16, 	 17, 	 14, 	 9.889602e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 15:53:54, 	 3, 	 16, 	 17, 	 14, 	 9.119683e-06, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 15:56:10, 	 3, 	 16, 	 17, 	 14, 	 1.067870e-07, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 16:12:09, 	 3, 	 16, 	 17, 	 14, 	 1.067870e-07, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 16:12:22, 	 3, 	 16, 	 17, 	 14, 	 9.889602e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 16:17:17, 	 3, 	 16, 	 17, 	 14, 	 9.889602e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 16:17:59, 	 3, 	 16, 	 17, 	 14, 	 9.889602e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 16:18:43, 	 3, 	 16, 	 17, 	 14, 	 9.889602e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
01-Nov-2016 16:23:53, 	 3, 	 16, 	 17, 	 14, 	 1.067870e-07, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
01-Nov-2016 16:45:03, 	 3, 	 16, 	 17, 	 14, 	 9.889602e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
03-Nov-2016 15:43:07, 	 1, 	 7, 	 7, 	 4, 	 9.751835e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None
03-Nov-2016 15:46:15, 	 1, 	 7, 	 7, 	 4, 	 9.572570e-05, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 15:52:03, 	 1, 	 7, 	 7, 	 4, 	 9.572570e-05, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:16:07, 	 2, 	 13, 	 11, 	 8, 	 1.722586e-04, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:16:42, 	 2, 	 13, 	 11, 	 8, 	 4.499079e-03, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:17:15, 	 2, 	 13, 	 11, 	 8, 	 3.142506e-05, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 None
03-Nov-2016 16:19:07, 	 2, 	 13, 	 11, 	 8, 	 4.499079e-03, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:22:14, 	 2, 	 13, 	 11, 	 8, 	 1.694476e+00, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:27:38, 	 2, 	 13, 	 11, 	 8, 	 1.694476e+00, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:28:36, 	 2, 	 13, 	 11, 	 8, 	 6.278523e-01, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 16:57:55, 	 2, 	 13, 	 11, 	 8, 	 1.038745e-06, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 None
03-Nov-2016 17:05:25, 	 2, 	 13, 	 11, 	 8, 	 9.999999e+06, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 None
03-Nov-2016 17:07:04, 	 1, 	 7, 	 7, 	 4, 	 9.999999e+06, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 None
03-Nov-2016 17:11:44, 	 1, 	 7, 	 7, 	 4, 	 9.751826e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 None
03-Nov-2016 17:12:03, 	 1, 	 7, 	 7, 	 4, 	 6.605562e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 17:12:42, 	 1, 	 7, 	 7, 	 4, 	 2.622166e-08, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-08, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 17:17:02, 	 1, 	 7, 	 7, 	 4, 	 5.277871e-07, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-07, 	 1.000000e-12, 	 Standard STLN
03-Nov-2016 17:17:22, 	 1, 	 7, 	 7, 	 4, 	 6.339052e-07, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-07, 	 1.000000e-12, 	 None
